站号       经度         纬度         省份    城市                    站点                        系统编号
511300064  106.0642     30.7636      四川    南充市                  嘉陵区环保局                1909A
511300066  106.1087     30.8388      四川    南充市                  市环境监测站                1910A
511400001  103.8986     30.0506      四川    眉山市                  蟆颐观(对照点)              2539A
511400401  103.8416     30.0874      四川    眉山市                  气象局                      2540A
511400402  103.8495     30.0691      四川    眉山市                  旭光小区                    2541A
511400403  103.8341     30.062       四川    眉山市                  市监测站                    2542A
511500006  104.5969     28.8194      四川    宜宾市                  石马中学(对照点)            1882A
511500061  104.6225     28.76611     四川    宜宾市                  市委                        1883A
511500062  104.6061     28.7867      四川    宜宾市                  宜宾四中                    1884A
511500063  104.6417     28.76389     四川    宜宾市                  市政府                      1885A
511500064  104.5761     28.71583     四川    宜宾市                  黄金嘴                      1886A
511500066  104.6789     28.7989      四川    宜宾市                  沙坪中学                    1887A
511600001  106.631      30.518       四川    广安市                  小平旧居(对照点)            2543A
511600402  106.6303     30.4576      四川    广安市                  市委                        2544A
511600403  106.6271     30.4663      四川    广安市                  友谊中学                    2545A
511600405  106.6388     30.4551      四川    广安市                  广电花园                    2547A
511600406  106.6351     30.4865      四川    广安市                  北辰小学(启用160101)        2902A
511700001  107.5272     31.2797      四川    达州市                  达州职业技术学院(对照点)    2548A
511700501  107.525      31.215       四川    达州市                  市环境监测站                2549A
511700502  107.4967     31.2108      四川    达州市                  凤凰小区                    2550A
511700503  107.5069     31.1956      四川    达州市                  达县机关宾馆                2551A
511700504  107.4611     31.2058      四川    达州市                  市政中心                    2552A
511800001  103.009      30.0125      四川    雅安市                  大兴526台(对照点)           2553A
511800401  103.0013     29.9899      四川    雅安市                  建安厂                      2554A
511800402  103.0109     29.9834      四川    雅安市                  市政府                      2555A
511800404  103.0001     29.9816      四川    雅安市                  川农大                      2556A
511900002  106.7514     31.87889     四川    巴中市                  苏山坪(对照点)              2914A
511900405  106.7389     31.8711      四川    巴中市                  市环保局                    2558A
511900410  106.7594     31.8531      四川    巴中市                  巴中中学                    2559A
511900412  106.7619     31.84139     四川    巴中市                  职业中学(启用160428)        2915A
512000001  104.6617     30.1366      四川    资阳市                  莲花山(对照点)              2561A
512000404  104.6356     30.1506      四川    资阳市                  资阳中学                    2562A
512000415  104.6289     30.1377      四川    资阳市                  四三一厂                    2563A
512000416  104.6469     30.1142      四川    资阳市                  师范校                      2564A
512000417  104.6294     30.1259      四川    资阳市                  区法院                      2565A
513200001  102.1755     31.9286      四川    阿坝藏族羌族自治州      州农科所(对照点)            2566A
513200401  102.2218     31.9025      四川    阿坝藏族羌族自治州      州监测站                    2567A
513200403  102.2402     31.8934      四川    阿坝藏族羌族自治州      马师校                      2568A
513300402  101.9603     30.0475      四川    甘孜藏族自治州          水桥子                      2570A
513300403  101.9533     29.9972      四川    甘孜藏族自治州          州环保局(启用170614)        3065A
513400001  102.3419     27.8094      四川    凉山彝族自治州          青龙寺(对照点)              2571A
513400351  102.2714     27.8408      四川    凉山彝族自治州          邛海宾馆                    2572A
513400401  102.2625     27.8978      四川    凉山彝族自治州          西昌市政府                  2573A
513400402  102.2689     27.8847      四川    凉山彝族自治州          凉山州政府                  2574A
513400403  102.2311     27.8953      四川    凉山彝族自治州          长安                        2575A
520100050  106.805      26.3003      贵州    贵阳市                  桐木岭(对照点)              1552A
520100051  106.6867     26.5495      贵州    贵阳市                  太慈桥                      1447A
520100052  106.6971     26.5689      贵州    贵阳市                  市环保站                    1440A
520100053  106.7164     26.5697      贵州    贵阳市                  新华路                      1446A
520100054  106.7105     26.6009      贵州    贵阳市                  红边门                      1445A
520100055  106.6856     26.6029      贵州    贵阳市                  马鞍山                      1439A
520100056  106.6948     26.5155      贵州    贵阳市                  中院村                      1444A
520100057  106.6554     26.4364      贵州    贵阳市                  碧云窝                      1443A
520100058  106.6243     26.6266      贵州    贵阳市                  鉴湖路                      1441A
520100059  106.7487     26.6343      贵州    贵阳市                  燕子冲                      1442A
520200002  104.8        26.5892      贵州    六盘水市                窑上(对照点)                2576A
520200051  104.83       26.5917      贵州    六盘水市                黄土坡                      2577A
520200053  104.89       26.5939      贵州    六盘水市                水钢                        2578A
520200056  104.8475     26.5894      贵州    六盘水市                民中                        2579A
520200057  104.9544     26.5506      贵州    六盘水市                双水                        2580A
520300051  106.9222     27.6869      贵州    遵义市                  丁字口                      1911A
520300052  106.9178     27.72        贵州    遵义市                  干田坝                      1915A
520300351  106.9242     27.7019      贵州    遵义市                  凤凰山                      1912A
520300401  106.8906     27.6486      贵州    遵义市                  忠庄                        1913A
520400001  105.9556     26.2611      贵州    安顺市                  虹机厂子校(对照点)          2581A
520400002  105.9606     26.2611      贵州    安顺市                  伍家关(对照点)              3122A
520400401  105.9278     26.255       贵州    安顺市                  市一中                      2582A
520400402  105.9394     26.2358      贵州    安顺市                  铁路子校                    2583A
520400403  105.8853     26.2392      贵州    安顺市                  龙岩子校                    2584A
520400404  105.9408     26.2431      贵州    安顺市                  凤凰山(启用171012)          3123A
520400405  105.9439     26.2564      贵州    安顺市                  金钟山(启用171012)          3124A
520400406  105.8983     26.2481      贵州    安顺市                  娄家坡(启用171012)          3125A
522200401  109.1916     27.7297      贵州    铜仁地区                铜仁卫校                    2585A
522200402  109.1794     27.7231      贵州    铜仁地区                铜仁七中                    2586A
522300402  104.9022     25.0925      贵州    黔西南布依族苗族自治州  场坝街                      2589A
522300403  104.8811     25.0992      贵州    黔西南布依族苗族自治州  坪东大道                    2590A
522400401  105.2864     27.3125      贵州    毕节市                  八中                        2587A
522400405  105.31       27.2944      贵州    毕节市                  师专                        2588A
522600051  107.8908     26.53111     贵州    黔东南苗族侗族自治州    凯里学院                    2881A
522600402  107.9783     26.5747      贵州    黔东南苗族侗族自治州    市环境监测站                2591A
522700401  107.5228     26.2403      贵州    黔南布依族苗族自治州    小围寨                      2593A
530100049  102.625      24.9624      云南    昆明市                  西山森林公园(对照点)        1451A
530100052  102.638      25.0359      云南    昆明市                  碧鸡广场                    1455A
530100054  102.743      25.0124      云南    昆明市                  关上                        1449A
530100055  102.728      25.0836      云南    昆明市                  龙泉镇                      1452A
530100056  102.722      25.0405      云南    昆明市                  东风东路                    1453A
530100057  102.681      25.067       云南    昆明市                  金鼎山                      1454A
530100058  102.821      24.8885      云南    昆明市                  呈贡新区                    1450A
530300051  103.7897     25.5035      云南    曲靖市                  环境监测站                  1916A
530300052  103.8        25.5364      云南    曲靖市                  烟厂办公区                  1917A
530400051  102.5778     24.3694      云南    玉溪市                  东风水库                    1715A
530400100  102.5389     24.3702      云南    玉溪市                  玉溪一中(启用161222)        2882A
530400101  102.5381     24.339       云南    玉溪市                  文体中心(启用161222)        2883A
530500427  99.1678      25.1081      云南    保山市                  市环境监测站                2594A
530500428  99.1711      25.1328      云南    保山市                  市环保局                    2595A
530600403  103.7032     27.3392      云南    昭通市                  监测站                      2596A
530600404  103.7225     27.3361      云南    昭通市                  环保局                      2597A
530700011  100.2143     26.8576      云南    丽江市                  西南郊(对照点)              2598A
530700052  100.2497     26.8802      云南    丽江市                  丽江古城                    2599A
530700055  100.2203     26.8906      云南    丽江市                  市中心                      2600A
530800413  100.98       22.7633      云南    普洱市                  市环保局                    2601A
530800416  100.9817     22.8322      云南    普洱市                  普洱第二中学                2602A
530900429  100.0869     23.8822      云南    临沧市                  市环保局                    2603A
530900430  100.0782     23.8982      云南    临沧市                  市气象局                    2604A
532301405  101.5482     25.0441      云南    楚雄州                  州环境监测站                2605A
532301406  101.538      25.0492      云南    楚雄州                  市经济开发区                2606A
532522406  103.386      23.4168      云南    红河州                  监测站                      2609A
532522408  103.3772     23.3993      云南    红河州                  污水处理厂                  2608A
532522409  103.3758     23.3682      云南    红河州                  州图书馆(启用170306)        3038A
532621431  104.2533     23.3594      云南    文山州                  州水务局                    2610A
532621432  104.2319     23.3892      云南    文山州                  市便民服务中心              2611A
532801408  100.7939     22.0019      云南    西双版纳州              景洪市江南                  2612A
532801410  100.8017     22.0225      云南    西双版纳州              景洪市江北                  2613A
532901411  100.1542     25.7054      云南    大理州                  大理市环境监测站            2614A
532901412  100.2171     25.5811      云南    大理州                  大理古城                    2615A
533103420  98.5842      24.428       云南    德宏州                  德宏州监测站                2616A
533103421  98.578       24.441       云南    德宏州                  芒市建设局                  2617A
533321051  98.8601      25.8567      云南    怒江州                  州监测站                    2618A
533321052  98.8546      25.8417      云南    怒江州                  泸水一中                    2619A
533421424  99.7064      27.8136      云南    迪庆州                  古城                        2620A
533421434  99.7056      27.8317      云南    迪庆州                  迪庆州站                    2621A
540100051  91.0874      29.6475      西藏    拉萨市                  区监测站                    1458A
540100052  91.1319      29.6514      西藏    拉萨市                  八廓街                      1456A
540100053  91.1221      29.6747      西藏    拉萨市                  市环保局                    1457A
540100054  91.1774      29.6541      西藏    拉萨市                  西藏大学                    1459A
540100055  91.0834      29.6292      西藏    拉萨市                  拉萨火车站                  1461A
540100056  90.9798      29.6588      西藏    拉萨市                  区辐射站                    1460A
542100051  97.1804      31.1278      西藏    昌都市                  昌都监测站                  2622A
542100052  97.1809      31.1254      西藏    昌都市                  昌都地区昌都坝              2623A
542200051  91.7608      29.2313      西藏    山南市                  山南监测站                  2624A
542200052  91.7706      29.261       西藏    山南市                  山南人民医院                2625A
542300051  88.8876      29.2718      西藏    日喀则市                日喀则监测站                2626A
542300052  88.8931      29.2365      西藏    日喀则市                日喀则鸿达公司              2627A
542400051  92.0657      31.4846      西藏    那曲地区                那曲监测站                  2628A
542400053  92.0506      31.4797      西藏    那曲地区                那曲会议中心(启用170919)    3128A
542500051  80.1161      32.5         西藏    阿里地区                阿里监测站                  2630A
542500052  80.0895      32.5039      西藏    阿里地区                阿里地委                    2631A
542600051  94.3681      29.6376      西藏    林芝市                  林芝监测站                  2632A
542600052  94.3616      29.6632      西藏    林芝市                  林芝人民医院                2633A
610100001  108.869      34.378       陕西    西安市                  草滩(对照点)                1472A
610100052  108.993      34.2629      陕西    西安市                  兴庆小区                    1463A
610100053  108.935      34.3474      陕西    西安市                  经开区                      1468A
610100054  108.906      34.1546      陕西    西安市                  长安区                      1469A
610100055  108.954      34.2713      陕西    西安市                  市人民体育场                1466A
610100056  109.2        34.6575      陕西    西安市                  阎良区                      1470A
610100057  109.2186     34.3731      陕西    西安市                  临潼区                      1471A
610100059  108.882      34.2749      陕西    西安市                  高压开关厂                  1462A
610100061  108.985      34.1978      陕西    西安市                  曲江文化产业集团            1473A
610100062  109.043      34.3274      陕西    西安市                  广运潭                      1474A
610100091  109.06       34.2572      陕西    西安市                  纺织城                      1464A
610100092  108.94       34.2324      陕西    西安市                  小寨                        1465A
610100093  108.883      34.2303      陕西    西安市                  高新西区                    1467A
610200001  109.0656     35.0994      陕西    铜川市                  党校(对照点)                1922A
610200061  109.0697     35.0697      陕西    铜川市                  王益区政府                  1923A
610200062  108.9344     34.9058      陕西    铜川市                  新区管委会                  1924A
610200063  108.9589     34.8731      陕西    铜川市                  新区兰芝公司                1925A
610300003  107.1586     34.3708      陕西    宝鸡市                  庙沟村(对照点)              1930A
610300051  107.2058     34.3497      陕西    宝鸡市                  文理学院                    1936A
610300053  107.1906     34.3672      陕西    宝鸡市                  三陆医院                    1932A
610300054  107.2386     34.3622      陕西    宝鸡市                  三迪小学                    1937A
610300056  107.3906     34.3528      陕西    宝鸡市                  陈仓区环保局家属楼          1935A
610300057  107.1431     34.3547      陕西    宝鸡市                  监测站                      1933A
610300058  107.1186     34.3739      陕西    宝鸡市                  技工学校                    1934A
610300059  107.0708     34.3017      陕西    宝鸡市                  竹园沟                      1931A
610400001  108.7197     34.3956      陕西    咸阳市                  气象站(对照点)              1918A
610400053  108.6761     34.3181      陕西    咸阳市                  中华小区                    1919A
610400054  108.7233     34.3617      陕西    咸阳市                  师范学院                    1920A
610400055  108.7369     34.3164      陕西    咸阳市                  中医学院                    1921A
610500031  109.5293     34.5101      陕西    渭南市                  农科所(对照点)              1938A
610500051  109.5049     34.5004      陕西    渭南市                  日报社                      1939A
610500052  109.4636     34.493       陕西    渭南市                  体育馆                      1940A
610500053  109.4266     34.5021      陕西    渭南市                  高新一小                    1941A
610600001  109.4131     36.6275      陕西    延安市                  枣园(对照点)                1926A
610600052  109.4761     36.6028      陕西    延安市                  延大医附院                  1927A
610600058  109.4824     36.5767      陕西    延安市                  市监测站                    1928A
610600059  109.5056     36.6106      陕西    延安市                  百米大道                    1929A
610700004  106.9893     33.1842      陕西    汉中市                  汉川机床厂子校(对照点)      2634A
610700056  107.0154     33.0706      陕西    汉中市                  市监测站                    2635A
610700065  107.0089     33.1138      陕西    汉中市                  鑫源开发区                  2636A
610700066  107.007      33.0323      陕西    汉中市                  南郑大河坎水厂              2637A
610800001  109.7414     38.3344      陕西    榆林市                  红石峡森林公园　(对照点)    2638A
610800401  109.7456     38.2911      陕西    榆林市                  世纪广场                    2639A
610800402  109.7289     38.2839      陕西    榆林市                  实验中学                    2640A
610800403  109.7336     38.2478      陕西    榆林市                  环保监测大楼                2641A
610900001  109.0311     32.6778      陕西    安康市                  香溪洞(对照点)              2642A
610900402  109.0281     32.6939      陕西    安康市                  安康市监测站                2643A
610900403  109.0072     32.6975      陕西    安康市                  汉滨区检察院                2644A
611000401  109.9154     33.8715      陕西    商洛市                  监测站                      2645A
611000403  109.9643     33.8471      陕西    商洛市                  商州区中学(启用170905)      3045A
620100001  104.148      35.94        甘肃    兰州市                  榆中兰大校区(对照点)        1477A
620100051  103.841      36.0725      甘肃    兰州市                  生物制品所                  1478A
620100052  103.831      36.0464      甘肃    兰州市                  铁路设计院                  1479A
620100053  103.712      36.0756      甘肃    兰州市                  职工医院                    1475A
620100054  103.631      36.1031      甘肃    兰州市                  兰炼宾馆                    1476A
620200061  98.2908      39.7711      甘肃    嘉峪关市                气象局                      1945A
620200063  98.26722     39.79778     甘肃    嘉峪关市                酒钢宾馆                    2884A
620300401  102.1878     38.5247      甘肃    金昌市                  市科委                      1942A
620300402  102.1708     38.5061      甘肃    金昌市                  公司二招                    1944A
620300404  102.1725     38.5339      甘肃    金昌市                  新川苑                      1943A
620400477  104.1731     36.5458      甘肃    白银市                  豫源饭店                    2647A
620400478  104.1731     36.5481      甘肃    白银市                  动力公司                    2648A
620500001  106.005      34.3469      甘肃    天水市                  仙人崖(对照点)              2649A
620500401  105.7281     34.5814      甘肃    天水市                  进步巷                      2650A
620500402  105.8614     34.5653      甘肃    天水市                  文化馆                      2651A
620600431  102.6219     37.9311      甘肃    武威市                  监测站                      2652A
620600433  102.6469     37.9358      甘肃    武威市                  雷台                        2653A
620700421  100.4686     38.9467      甘肃    张掖市                  监测站                      2654A
620700422  100.4497     38.9389      甘肃    张掖市                  科委                        2655A
620800471  106.6692     35.5461      甘肃    平凉市                  监测站                      2656A
620800572  106.7039     35.5294      甘肃    平凉市                  博物馆                      2657A
620900411  98.509       39.746       甘肃    酒泉市                  仓门街子站                  2658A
620900412  98.5023      39.7294      甘肃    酒泉市                  富康家世界子站              2659A
621000036  107.6831     35.7289      甘肃    庆阳市                  区环保局(对照点)            2660A
621000481  107.6406     35.5236      甘肃    庆阳市                  粮贸总公司                  2661A
621000482  107.6364     35.7067      甘肃    庆阳市                  市环保局                    2662A
621100441  104.6228     35.5714      甘肃    定西市                  监测站(原粮食局)            2663A
621100442  104.6169     35.5975      甘肃    定西市                  南峰招待所(原起重机厂)      2664A
621200035  105.0822     33.3261      甘肃    陇南市                  汉王镇固水子(对照点)        2665A
621200462  104.9338889  33.38256667  甘肃    陇南市                  滨江中学                    2885A
622900491  103.2139     35.6039      甘肃    临夏回族自治州          环保局                      2667A
622900492  103.2064     35.5997      甘肃    临夏回族自治州          州委党校                    2668A
623000401  102.905      35.0003      甘肃    甘南州                  监测站                      2669A
630100008  101.524      36.6867      青海    西宁市                  第五水厂(对照点)            1483A
630100056  101.748      36.6428      青海    西宁市                  市环境监测站                1480A
630100084  101.834      36.5819      青海    西宁市                  四陆医院                    1482A
630100085  101.7775     36.6428      青海    西宁市                  城北区政府(启用170831)      3055A
632100052  102.0306     36.5067      青海    海东地区                平安高铁新区(启用170921)    3129A
632200051  100.9048     36.9639      青海    海北藏族自治州          海晏县西海镇                2671A
632300051  102.0199     35.5102      青海    黄南藏族自治州          同仁县隆务镇                2672A
632500051  100.6188     36.2866      青海    海南藏族自治州          共和县恰卜恰镇              2673A
632600051  100.2561     34.4714      青海    果洛藏族自治州          玛沁县大武镇                2674A
632700051  97           33.0014      青海    玉树藏族自治州          玉树县结古镇                2675A
632800051  97.3731      37.3753      青海    海西蒙古族藏族自治州    德令哈市                    2676A
640100001  105.9512     38.6016      宁夏    银川市                  贺兰山马莲口(对照点)        1484A
640100059  106.2328     38.4975      宁夏    银川市                  贺兰山东路                  1488A
640100060  106.1358     38.5036      宁夏    银川市                  学院路                      1489A
640100061  106.2739     38.4841      宁夏    银川市                  上海东路(启用160703)        2925A
640100062  106.2275     38.44139     宁夏    银川市                  水乡路(启用160615)          2924A
640100063  106.1024     38.49494     宁夏    银川市                  文昌北街(启用160703)        2926A
640200001  106.3394     38.817       宁夏    石嘴山市                沙湖旅游区(对照点)          1947A
640200051  106.3717     39.0153      宁夏    石嘴山市                大武口黄河东街              1948A
640200052  106.7704     39.2282      宁夏    石嘴山市                惠农南大街                  1949A
640200053  106.7096     39.1292      宁夏    石嘴山市                红果子镇惠新街              1950A
640300060  106.2025     37.9844      宁夏    吴忠市                  高级中学                    2678A
640300061  106.196      37.9723      宁夏    吴忠市                  新区二泵站                  2679A
640300062  106.1532     37.9648      宁夏    吴忠市                  教育园区                    2677A
640400004  106.2319     36.1417      宁夏    固原市                  马园(对照点)                2683A
640400070  106.2792     36.0022      宁夏    固原市                  监测站                      2684A
640400071  106.2375     36.0211      宁夏    固原市                  新区                        2685A
640500005  105.0197     37.4514      宁夏    中卫市                  沙坡头消防站(对照点)        2680A
640500080  105.18       37.0172      宁夏    中卫市                  官桥站                      2681A
640500081  105.1971     37.5002      宁夏    中卫市                  环保局站                    2682A
650100002  87.4754      43.9469      新疆    乌鲁木齐市              新疆农科院农场(对照点)      1492A
650100051  87.6046      43.768       新疆    乌鲁木齐市              收费所                      1491A
650100055  87.5801      43.8303      新疆    乌鲁木齐市              监测站                      1490A
650100056  87.5525      43.8711      新疆    乌鲁木齐市              铁路局                      1493A
650100071  87.6432      43.831       新疆    乌鲁木齐市              三十一中学                  1494A
650100091  87.6444      43.962       新疆    乌鲁木齐市              米东区环保局                1496A
650100092  87.4651      43.4569      新疆    乌鲁木齐市              培训基地(启用170210)        3033A
650200061  84.8861      45.6033      新疆    克拉玛依市              长征新村                    1951A
650200062  84.8897      45.5828      新疆    克拉玛依市              南林小区                    1952A
650200070  85.1186      45.6886      新疆    克拉玛依市              白碱滩区                    1953A
650200071  84.8983      44.3336      新疆    克拉玛依市              独山子区                    1954A
650200081  85.6931      46.0872      新疆    克拉玛依市              乌尔禾区商贸楼              1955A
652100411  89.191       42.9409      新疆    吐鲁番地区              市环保局                    2686A
652100412  89.1673      42.9559      新疆    吐鲁番地区              地区环保局                  2687A
652200401  93.5128      42.8172      新疆    哈密地区                地区监测站                  2688A
652200402  93.4961      42.8328      新疆    哈密地区                哈密师范学校                2689A
652300001  87.9897      44.1564      新疆    昌吉州                  天山天池(对照点)            2690A
652300401  87.2997      44.0114      新疆    昌吉州                  州监测站                    2691A
652300403  87.2717      44.0297      新疆    昌吉州                  新区政务中心                2692A
652700001  82.0485      44.9079      新疆    博尔塔拉蒙古自治州      博乐市西郊区(对照点)        2693A
652700405  82.0806      44.8969      新疆    博尔塔拉蒙古自治州      市环保局                    2694A
652800401  86.1461      41.7511      新疆    巴音郭楞州              孔雀公园                    1956A
652800402  86.2022      41.7192      新疆    巴音郭楞州              棉纺厂                      1957A
652800403  86.2381      41.7128      新疆    巴音郭楞州              经济开发区                  1958A
652900402  80.2828      41.1636      新疆    阿克苏地区              电视台                      2695A
652900404  80.2956      41.1933      新疆    阿克苏地区              艺术中心                    2696A
653000402  76.1861      39.7153      新疆    克孜勒苏柯尔克孜自治州  市人民政府                  2697A
653100406  75.9828      39.5371      新疆    喀什地区                巡警大队                    2698A
653100407  75.9771      39.4699      新疆    喀什地区                吾办                        2699A
653100408  75.9435      39.4365      新疆    喀什地区                市环境监测站                2700A
653200405  79.9485      37.1152      新疆    和田地区                地区站                      2701A
653200408  79.9117      37.1013      新疆    和田地区                古江巴格乡院内              2702A
654000401  81.2815      43.9404      新疆    伊犁哈萨克州            市环保局                    2703A
654000408  81.2867      43.895       新疆    伊犁哈萨克州            新政府片区                  2704A
654000409  81.3364      43.941       新疆    伊犁哈萨克州            第二水厂                    2705A
654200406  82.9994      46.7432      新疆    塔城地区                东门外小游园                2706A
654300001  88.1214      47.9047      新疆    阿勒泰地区              小东沟(对照点)              2707A
654300401  88.1267      47.8515      新疆    阿勒泰地区              市站                        2708A
659001411  86.0497      44.2967      新疆    石河子市                艾青诗歌馆                  2709A
659001412  86.0697      44.3075      新疆    石河子市                阳光学校                    2710A
659004109  87.5475      44.1756      新疆    五家渠市                农水大厦                    2711A
