站号       经度         纬度         省份    城市                    站点                        系统编号
320400110  119.8914     31.7897      江苏    常州市                  钟楼(启用161026)            3010A
320481001  119.46       31.4         江苏    溧阳市                  溧阳市东门子站              2006A
320481002  119.438      31.317       江苏    溧阳市                  燕山子站                    2007A
320482001  119.579      31.751       江苏    金坛市                  金坛市环境监测站            2004A
320482002  119.579      31.737       江苏    金坛市                  金坛市自来水公司            2005A
320500001  120.561      31.2472      江苏    苏州市                  上方山(对照点)              1160A
320500055  120.628      31.2864      江苏    苏州市                  南门                        1161A
320500057  120.591      31.3019      江苏    苏州市                  彩香                        1162A
320500058  120.596      31.3264      江苏    苏州市                  轧钢厂                      1163A
320500060  120.613      31.2703      江苏    苏州市                  吴中区                      1164A
320500061  120.543      31.2994      江苏    苏州市                  苏州新区                    1165A
320500062  120.669      31.3097      江苏    苏州市                  苏州工业园区                1166A
320500063  120.641      31.3708      江苏    苏州市                  相城区                      1167A
320581001  120.758      31.67        江苏    常熟市                  海虞子站                    1990A
320581002  120.721      31.671       江苏    常熟市                  兴福子站                    1991A
320581003  120.734      31.656       江苏    常熟市                  菱塘子站                    1992A
320582001  120.526      31.874       江苏    张家港市                张家港市监测站              1993A
320582002  120.55       31.882       江苏    张家港市                城北小学                    1994A
320583001  120.953      31.388       江苏    昆山市                  昆山实验小学                1988A
320583002  120.999      31.381       江苏    昆山市                  震川中学                    1989A
320584001  120.636      31.155       江苏    吴江市                  吴江市环保局                1985A
320584002  120.635      31.17        江苏    吴江市                  教师进修学校                1986A
320584003  120.658      31.172       江苏    吴江市                  吴江开发区                  1987A
320585001  121.115      31.453       江苏    太仓市                  太仓市监测站                1995A
320585002  121.14       31.422       江苏    太仓市                  科教新城实小                1996A
320600005  120.913      31.96        江苏    南通市                  南郊(对照点)                1168A
320600073  120.86       32.0005      江苏    南通市                  虹桥                        1169A
320600074  120.87       32.02        江苏    南通市                  城中                        1170A
320600077  120.94       31.93        江苏    南通市                  星湖花园                    1171A
320600078  120.81       32.0417      江苏    南通市                  紫琅学院                    1172A
320684001  121.173      31.896       江苏    海门市                  海门市监测站                2008A
320684002  121.1518     31.89708     江苏    海门市                  社会福利院                  2009A
320700052  119.176      34.5885      江苏    连云港市                市环境监测站                1173A
320700057  119.3581     34.6972      江苏    连云港市                德源药业(启用161021)        3000A
320700058  119.3608     34.7519      江苏    连云港市                胡沟管理处(启用161021)      3008A
320700059  119.1478     34.5911      江苏    连云港市                矿山设计院(启用161021)      3009A
320800401  119.036      33.5981      江苏    淮安市                  钵池山                      1210A
320800402  119.007      33.575       江苏    淮安市                  北京南路                    1211A
320800403  118.989      33.6067      江苏    淮安市                  市监测站                    1212A
320800412  119.0122     33.627       江苏    淮安市                  淮阴区监测站                1214A
320800413  119.135      33.5039      江苏    淮安市                  楚州区监测站                1213A
320900401  120.118      33.4022      江苏    盐城市                  盐城电厂                    1215A
320900402  120.156      33.3942      江苏    盐城市                  市监测站                    1216A
320900406  120.225      33.3947      江苏    盐城市                  开发区管委会                1218A
320900407  120.1631     33.3681      江苏    盐城市                  宝龙广场(启用161025)        3004A
321000404  119.404      32.41        江苏    扬州市                  市监测站                    1185A
321000407  119.46       32.3878      江苏    扬州市                  城东财政所                  1184A
321000408  119.389      32.3761      江苏    扬州市                  邗江监测站                  1186A
321000411  119.458      32.41361     江苏    扬州市                  五台山医院(启用161107)      2869A
321100352  119.43       32.1319      江苏    镇江市                  丹徒区监测站                1205A
321100408  119.4369     32.18889     江苏    镇江市                  市疾控中心                  2870A
321100412  119.491      32.215       江苏    镇江市                  职教中心                    1204A
321100413  119.68       32.1883      江苏    镇江市                  新区办事处                  1203A
321183001  119.146      31.955       江苏    句容市                  消防指挥中心                1997A
321183002  119.18       31.955       江苏    句容市                  房家坝                      1998A
321200405  119.905      32.4878      江苏    泰州市                  公园路                      1206A
321200406  119.9192     32.46278     江苏    泰州市                  莲花                        1207A
321200408  119.888      32.4639      江苏    泰州市                  留学生创业园                1209A
321200409  119.8767     32.3292      江苏    泰州市                  王营(启用161024)            2997A
321300402  118.293      33.9528      江苏    宿迁市                  宿迁学院                    1220A
321300406  118.2442     33.9592      江苏    宿迁市                  宿迁中学                    1221A
321300408  118.3214     33.9506      江苏    宿迁市                  宿豫区环保局                1222A
321300409  118.283      33.965       江苏    宿迁市                  市供电局(启用161107)        2996A
330100011  119.026      29.635       浙江    杭州市                  千岛湖(对照点)              1225A
330100051  120.12       30.3119      浙江    杭州市                  和睦小学                    1230A
330100052  120.157      30.2897      浙江    杭州市                  朝晖五区                    1229A
330100053  120.19       30.2692      浙江    杭州市                  浙江农大                    1228A
330100055  120.127      30.2456      浙江    杭州市                  卧龙桥                      1227A
330100056  120.348      30.3058      浙江    杭州市                  下沙                        1226A
330100057  120.088      30.1808      浙江    杭州市                  云栖                        1233A
330100058  120.27       30.1819      浙江    杭州市                  城厢镇                      1232A
330100059  120.301      30.4183      浙江    杭州市                  临平镇                      1231A
330100060  120.063      30.2747      浙江    杭州市                  西溪                        1224A
330100062  120.211      30.21        浙江    杭州市                  滨江                        1223A
330183001  119.954      30.054       浙江    富阳市                  监测站                      2012A
330183002  119.946      30.049       浙江    富阳市                  富春二小                    2013A
330185001  119.7183     30.2366      浙江    临安市                  市政府                      2010A
330185002  119.6942     30.2311      浙江    临安市                  四中                        2011A
330200051  121.586      29.8633      浙江    宁波市                  太古小学                    1240A
330200052  121.554      29.8906      浙江    宁波市                  三江中学                    1237A
330200053  121.524      29.8506      浙江    宁波市                  市环境监测中心              1241A
330200054  121.713      29.9572      浙江    宁波市                  龙赛医院                    1236A
330200056  121.56       29.8208      浙江    宁波市                  万里学院                    1235A
330200057  121.633      29.7736      浙江    宁波市                  钱湖水厂                    1239A
330200058  121.836      29.9108      浙江    宁波市                  区环保大楼                  1234A
330200060  121.6147     29.90167     浙江    宁波市                  万里国际学校                2871A
330300051  120.671      28.0167      浙江    温州市                  市站                        1245A
330300053  120.634      28.0089      浙江    温州市                  瓯海                        1242A
330300054  120.76       27.9747      浙江    温州市                  龙湾                        1244A
330300055  120.677      27.9939      浙江    温州市                  南浦                        1243A
330400052  120.726      30.7478      浙江    嘉兴市                  嘉兴学院                    1253A
330400053  120.744      30.7946      浙江    嘉兴市                  清河小学                    1252A
330400054  120.7844     30.7525      浙江    嘉兴市                  南湖区残联                  2872A
330500053  120.07       30.8244      浙江    湖州市                  城西水厂                    1250A
330500054  120.1844     30.8596      浙江    湖州市                  吴兴区站(启用160104)        2907A
330500408  120.0875     30.8955      浙江    湖州市                  仁皇山新区(启用150915)      2873A
380681001  120.251      29.719       浙江    诸暨市                  图书馆                      2016A
380681002  120.209      29.732       浙江    诸暨市                  富林印务                    2017A
330700402  119.686      29.1029      浙江    金华市                  监测站                      1263A
330700403  119.647      29.077       浙江    金华市                  十五中                      1262A
330700404  119.6533     29.1128      浙江    金华市                  武警支队(启用161031)        2994A
330782001  120.091      29.305       浙江    义乌市                  江东                        2014A
330782002  120.04       29.334       浙江    义乌市                  北苑                        2015A
330800351  118.871      28.9664      浙江    衢州市                  实验学校                    1265A
330800401  118.871      28.9404      浙江    衢州市                  环保大楼                    1264A
330800403  118.855      28.9745      浙江    衢州市                  衢州学院                    1266A
330900401  122.3094     29.9558      浙江    舟山市                  普陀东港                    1259A
330900402  122.122      30.0203      浙江    舟山市                  定海檀枫                    1258A
330900404  122.19       29.9944      浙江    舟山市                  临城新区                    1260A
331000051  121.419      28.6542      浙江    台州市                  台州环保大楼                1256A
331000052  121.377      28.5773      浙江    台州市                  路桥田洋王                  1257A
331000053  121.273      28.6459      浙江    台州市                  黄岩环保大楼                1255A
331100401  119.914      28.4514      浙江    丽水市                  监测站大楼                  1267A
331100402  119.93       28.4586      浙江    丽水市                  莲都小学                    1268A
331100601  119.879      28.4231      浙江    丽水市                  余庄前                      1269A
330600052  120.598      30.0911      浙江    绍兴市                  袍江站                      1246A
330600053  120.605      29.9919      浙江    绍兴市                  城东开发委                  1247A
330600054  120.7789     30.0033      浙江    绍兴市                  树下王站(启用160701)        2921A
340100030  117.16       31.9051      安徽    合肥市                  董铺水库(对照点)            1273A
340100051  117.307      31.8766      安徽    合肥市                  三里街                      1271A
340100052  117.25       31.8572      安徽    合肥市                  长江中路                    1274A
340100053  117.259      31.8706      安徽    合肥市                  琥珀山庄                    1272A
340100054  117.196      31.7848      安徽    合肥市                  明珠广场                    1270A
340100201  117.266      31.9438      安徽    合肥市                  庐阳区                      1275A
340100202  117.336      31.8585      安徽    合肥市                  瑶海区                      1276A
340100203  117.302      31.7956      安徽    合肥市                  包河区                      1277A
340100204  117.278      31.7386      安徽    合肥市                  滨湖新区                    1278A
340100205  117.1233     31.8403      安徽    合肥市                  高新区                      1279A
340200020  118.4022     31.3839      安徽    芜湖市                  五七二零厂(对照点)          1797A
340200444  118.3528     31.3508      安徽    芜湖市                  监测站                      1794A
340200445  118.37       31.4189      安徽    芜湖市                  科创中心                    1795A
340200446  118.3708     31.3178      安徽    芜湖市                  四水厂                      1796A
340300355  117.3961     32.939       安徽    蚌埠市                  工人疗养院                  2270A
340300422  117.3575     32.9444      安徽    蚌埠市                  百货大楼                    2271A
340300424  117.3086     32.935       安徽    蚌埠市                  二水厂                      2272A
340300425  117.4186     32.8913      安徽    蚌埠市                  蚌埠学院                    2273A
340300426  117.3536     32.9673      安徽    蚌埠市                  淮上区政府                  2274A
340300427  117.3065     32.8985      安徽    蚌埠市                  高新区                      2275A
340400001  116.7039     32.625       安徽    淮南市                  焦岗湖风景区管理处(对照点)  2281A
340400524  116.8028     32.7639      安徽    淮南市                  潘集区政府                  2277A
340400525  117.0066     32.6524      安徽    淮南市                  师范学院                    2278A
340400526  116.8556     32.6028      安徽    淮南市                  谢家集区政府                2279A
340400527  116.8306     32.6319      安徽    淮南市                  八公山区政府                2280A
340400528  117.0412     32.646       安徽    淮南市                  益益乳业工业园              2874A
340500010  118.6439     31.7133      安徽    马鞍山市                市教育基地(对照点)          1802A
340500105  118.5058     31.6861      安徽    马鞍山市                湖东路四小                  1798A
340500106  118.4828     31.6411      安徽    马鞍山市                天平服装                    1799A
340500107  118.5106     31.7506      安徽    马鞍山市                慈湖二小                    1800A
340500108  118.48       31.6928      安徽    马鞍山市                马钢动力厂                  1801A
340600413  116.8008     33.975       安徽    淮北市                  监测站                      2282A
340600414  116.8067     33.8997      安徽    淮北市                  烈山区政府                  2283A
340600416  116.7844     33.9461      安徽    淮北市                  职业技术学院                2284A
340700431  117.8178     30.9414      安徽    铜陵市                  市第四中学                  2285A
340700432  117.8078     30.9222      安徽    铜陵市                  市公路局                    2286A
340700433  117.7806     30.9414      安徽    铜陵市                  市新民污水厂                2287A
340700434  117.7442     30.8811      安徽    铜陵市                  市第九中学                  2288A
340700435  117.8561     30.9219      安徽    铜陵市                  车站新区                    2289A
340700436  117.8472     30.9697      安徽    铜陵市                  市职教基地                  2290A
340800020  116.9894     30.6145      安徽    安庆市                  安庆大学(对照点)            2294A
340800069  117.0486     30.5489      安徽    安庆市                  联富花园                    2293A
340800080  117.0549     30.5103      安徽    安庆市                  环科院                      2291A
340800085  117.0331111  30.51197222  安徽    安庆市                  马山宾馆                    2292A
341000491  118.3057     29.7128      安徽    黄山市                  延安路89号                  2295A
341000492  118.3236     29.7207      安徽    黄山市                  黄山东路89号                2296A
341000494  118.1371     30.2756      安徽    黄山市                  黄山区政府5号楼             2297A
341100471  118.3094     32.3153      安徽    滁州市                  老年大学                    2298A
341100472  118.3244     32.2786      安徽    滁州市                  人大宾馆                    2299A
341100473  118.3158     32.3061      安徽    滁州市                  监测站                      2300A
341200461  115.8275     32.8928      安徽    阜阳市                  市监测站                    2301A
341200466  115.8556     32.8603      安徽    阜阳市                  开发区                      2303A
341200467  115.7839     32.88922     安徽    阜阳市                  阜阳职业技术学院            2875A
341300520  116.9765     33.6481      安徽    宿州市                  监测楼                      2304A
341300521  116.9677     33.6284      安徽    宿州市                  一中                        2305A
341300522  116.989      33.63063889  安徽    宿州市                  火车站                      2306A
341500211  116.508      31.7371      安徽    六安市                  监测大楼                    2307A
341500212  116.478      31.7618      安徽    六安市                  皖西学院                    2308A
341500213  116.5068     31.7797      安徽    六安市                  朝阳厂                      2309A
341500214  116.5661     31.7712      安徽    六安市                  开发区                      2310A
341600511  115.8067     33.8399      安徽    亳州市                  污水处理厂                  2311A
341600512  115.7831     33.8561      安徽    亳州市                  三国揽胜宫                  2312A
341700013  117.4974     30.6539      安徽    池州市                  平天湖(对照点)              2315A
341700515  117.4697     30.6617      安徽    池州市                  池州学院                    2314A
341700517  117.49       30.66        安徽    池州市                  老干部局(启用160506)        2916A
341800370  118.7581     30.9447      安徽    宣城市                  鳌峰子站                    2316A
341800500  118.7386     30.9742      安徽    宣城市                  敬亭山子站                  2317A
341800501  118.7175     30.9431      安徽    宣城市                  开发区子站                  2318A
350100001  119.389      26.0542      福建    福州市                  鼓山(对照点)                1280A
350100052  119.315      26.0753      福建    福州市                  紫阳                        1285A
350100058  119.299      26.1092      福建    福州市                  五四北路                    1283A
350100061  119.303      26.0392      福建    福州市                  师大                        1282A
350100062  119.268      26.0797      福建    福州市                  杨桥西路                    1284A
350100064  119.58       26.0931      福建    福州市                  九龙(启用170419)            3048A
350200021  118.1569444  24.81805556  福建    厦门市                  溪东(对照点)                1286A
350200071  118.0636111  24.44583333  福建    厦门市                  鼓浪屿                      1288A
350200075  118.1513889  24.47666667  福建    厦门市                  洪文                        1287A
350200076  118.0936     24.5058      福建    厦门市                  湖里中学                    2842A
350300001  118.981      25.4792      福建    莆田市                  东圳水库(对照点)            2323A
350300051  119.0156     25.442       福建    莆田市                  荔城区仓后路                2319A
350300052  119.0018     25.4552      福建    莆田市                  莆田市监测站                2320A
350300053  119.1117     25.4556      福建    莆田市                  涵江区六中                  2321A
350300054  119.1015     25.3214      福建    莆田市                  秀屿区政府                  2322A
350400021  117.7275     26.3108      福建    三明市                  洋溪(对照点)                2327A
350400094  117.6211     26.2625      福建    三明市                  三钢                        2324A
350400111  117.6353     26.2708      福建    三明市                  三明二中                    2325A
350400112  117.6028     26.2378      福建    三明市                  三元区政府                  2326A
350500050  118.6108     24.9617      福建    泉州市                  清源山(对照点)              1614A
350500051  118.5819     24.9117      福建    泉州市                  涂山街                      1611A
350500052  118.5972     24.8978      福建    泉州市                  津头埔                      1612A
350500053  118.6663     24.9424      福建    泉州市                  万安                        1613A
350600001  117.6336     24.4674      福建    漳州市                  九湖(对照点)                2075A
350600447  117.6569     24.5157      福建    漳州市                  漳州三中                    2074A
350600448  117.7116     24.506       福建    漳州市                  蓝田镇(启用160601)          2920A
350700001  118.0966     26.6761      福建    南平市                  茫荡山(对照点)              2331A
350700051  118.1694     26.6383      福建    南平市                  南平市监测站                2332A
350700052  118.1819     26.6514      福建    南平市                  南平铝业有限公司            2333A
350700053  118.1756     26.6272      福建    南平市                  南平七中                    2334A
350800038  117.0181     25.1174      福建    龙岩市                  龙岩师专(对照点)            2335A
350800463  117.0216     25.1035      福建    龙岩市                  龙岩市监测站                2336A
350800467  117.0151     25.0311      福建    龙岩市                  龙岩学院                    2338A
350800468  117.0256     25.0661      福建    龙岩市                  闽西职业技术学院            2337A
350900001  119.5001     26.6946      福建    宁德市                  金涵水库(对照点)            2339A
350900051  119.5202     26.6607      福建    宁德市                  蕉城区农机局                2340A
350900052  119.5392     26.6611      福建    宁德市                  宁德市监测站                2341A
360100002  115.742      28.7994      江西    南昌市                  武术学校(对照点)            1296A
360100052  115.931      28.6844      江西    南昌市                  省站                        1298A
360100053  115.893      28.6844      江西    南昌市                  省外办                      1290A
360100054  115.8886     28.6839      江西    南昌市                  省林业公司                  1291A
360100059  115.813      28.7442      江西    南昌市                  林科所                      1292A
360100060  115.973      28.6969      江西    南昌市                  京东镇政府                  1293A
360100061  115.852      28.6869      江西    南昌市                  建工学校                    1294A
360100062  115.892      28.6425      江西    南昌市                  象湖                        1295A
360100063  115.9083     28.6064      江西    南昌市                  机电学校(启用170322)        3046A
360200003  117.3097     29.3864      江西    景德镇市                王岗中学(对照点)            2342A
360200051  117.2111     29.2958      江西    景德镇市                老干部活动中心              2343A
360200052  117.1983     29.2786      江西    景德镇市                兽医站                      2344A
360200053  117.2461     29.2956      江西    景德镇市                陶研所                      2346A
360200054  117.1558     29.2647      江西    景德镇市                台达陶瓷                    2345A
360300003  114.0944     27.4948      江西    萍乡市                  武功山气象站(对照点)        2347A
360300051  113.8381     27.6428      江西    萍乡市                  中医院                      2348A
360300053  113.8686     27.6442      江西    萍乡市                  市环保局                    2350A
360300055  113.8447     27.6231      江西    萍乡市                  市政府车库                  2349A
360300056  113.865      27.6178      江西    萍乡市                  安源区政府                  2351A
360400049  115.9936     29.5867      江西    九江市                  庐山气象台(对照点)          1810A
360400051  115.9872     29.6816      江西    九江市                  十里                        1803A
360400052  115.9581     29.7048      江西    九江市                  茅山头                      1804A
360400053  115.988      29.7292      江西    九江市                  西园                        1805A
360400061  116.0174     29.6535      江西    九江市                  五七二七厂                  1806A
360400062  116.0628     29.6926      江西    九江市                  水科所                      1807A
360400063  115.9114     29.6039      江西    九江市                  综合工业园                  1808A
360400064  116.0726     29.7534      江西    九江市                  石化总厂                    1809A
360500001  115.0586     27.7758      江西    新余市                  北岗(对照点)                2352A
360500401  114.9314     27.8036      江西    新余市                  市气象局                    2355A
360500404  114.9289     27.8328      江西    新余市                  第二水厂                    2354A
360500405  114.9831     27.8344      江西    新余市                  飞宇                        2353A
360500407  114.9119     27.8042      江西    新余市                  新钢氧气厂                  2356A
360600001  116.9622     28.095       江西    鹰潭市                  龙虎山(对照点)              2357A
360600402  117.0564     28.2642      江西    鹰潭市                  新监测站                    2358A
360600404  117.0281     28.2403      江西    鹰潭市                  财苑宾馆                    2359A
360600410  117.0222     28.2264      江西    鹰潭市                  体育馆                      2360A
360600411  116.9983     28.2169      江西    鹰潭市                  三川水表                    2361A
362100002  114.9064     25.9118      江西    赣州市                  通天岩(对照点)              2362A
362100052  114.8905     25.8471      江西    赣州市                  华坚鞋城                    2366A
362100054  114.9367     25.8664      江西    赣州市                  地委                        2363A
362100056  114.9461     25.8481      江西    赣州市                  气象台                      2364A
362100058  114.9322     25.8333      江西    赣州市                  市图书馆                    2365A
362400401  114.9817     27.0658      江西    吉安市                  红声器材厂                  2367A
362400402  114.9739     27.11        江西    吉安市                  市森林工业局                2368A
362400403  114.99       27.1311      江西    吉安市                  市环境监测站                2369A
362400413  115.0075     27.0983      江西    吉安市                  青原区法院                  2370A
362200001  114.3442     27.8036      江西    宜春市                  槟榔水业(对照点)            2371A
362200401  114.3806     27.8014      江西    宜春市                  市中国银行                  2372A
362200402  114.3953     27.7842      江西    宜春市                  市石油公司                  2373A
362200403  114.3703     27.7914      江西    宜春市                  市气象局                    2374A
362200405  114.4011     27.8072      江西    宜春市                  市广电局                    2375A
362500001  116.2239     28.0797      江西    抚州市                  桐源党溪(对照点)            2376A
362500402  116.3553     27.9883      江西    抚州市                  市站                        2377A
362500403  116.3598     27.9639      江西    抚州市                  血防站                      2378A
362500405  116.3574     28.0005      江西    抚州市                  采茶剧团                    2379A
362500406  116.385      27.9647      江西    抚州市                  医学分院                    2380A
362300001  118.0058     28.4569      江西    上饶市                  百草园(对照点)              2381A
362300401  117.973      28.4459      江西    上饶市                  市监测站                    2382A
362300408  117.9511     28.4622      江西    上饶市                  凤凰光学                    2383A
362300410  117.9033     28.4303      江西    上饶市                  开发区管委会                2384A
370100051  116.989      36.6872      山东    济南市                  济南化工厂                  1302A
370100052  117.049      36.6622      山东    济南市                  市监测站                    1305A
370100053  117.0684     36.6868      山东    济南市                  省种子仓库                  1303A
370100054  116.943      36.6489      山东    济南市                  机床二厂                    1304A
370100055  116.988      36.6114      山东    济南市                  科干所                      1299A
370100056  117.114      36.6739      山东    济南市                  开发区                      1301A
370100057  116.93       36.67        山东    济南市                  农科所                      1300A
370100058  116.734      36.5336      山东    济南市                  长清党校                    1306A
370181001  117.541      36.71        山东    章丘市                  环境监测站                  1961A
370181002  117.541      36.71        山东    章丘市                  明水开发区                  1962A
370200001  120.6659     36.2403      山东    青岛市                  仰口(对照点)                1307A
370200075  120.3905     36.1851      山东    青岛市                  李沧区子站                  1308A
370200076  120.3471     36.0699      山东    青岛市                  市北区子站                  1309A
370200077  120.4134     36.0654      山东    青岛市                  市南区东部子站              1310A
370200078  120.3664     36.1032      山东    青岛市                  四方区子站                  1311A
370200079  120.2992     36.0543      山东    青岛市                  市南区西部子站              1312A
370200101  120.4587     36.0851      山东    青岛市                  崂山区子站                  1313A
370200102  120.1964     36.3083      山东    青岛市                  黄岛区子站                  1314A
370200103  120.4001     36.2403      山东    青岛市                  城阳区子站                  1315A
370281001  120.008      36.283       山东    胶州市                  胶州环保局                  1967A
370281002  120.014      36.253       山东    胶州市                  胶州一中                    1968A
370282001  120.61       36.44        山东    即墨市                  环保局子站                  1963A
370282002  120.47       36.39        山东    即墨市                  开发区子站                  1964A
370283001  119.952      36.792       山东    平度市                  1号                         1971A
370283002  119.976      36.799       山东    平度市                  2号                         1972A
370284001  120.005      35.878       山东    胶南市                  JN子站                      1965A
370284002  120.039      35.872       山东    胶南市                  2号子站                     1966A
370285001  120.537      36.865       山东    莱西市                  环保局子站                  1969A
370285002  120.515      36.885       山东    莱西市                  人民广场子站                1970A
370300051  118.0482     36.8088      山东    淄博市                  人民公园                    1631A
370300052  118.0448     36.838       山东    淄博市                  东风化工厂                  1632A
370300053  117.8477     36.497       山东    淄博市                  双山                        1633A
370300054  117.9544     36.6377      山东    淄博市                  气象站                      1634A
370300055  118.3092     36.8198      山东    淄博市                  莆田园                      1635A
370300056  117.8512     36.8041      山东    淄博市                  三金集团                    1636A
370400051  117.5564     34.864       山东    枣庄市                  市中区政府                  1637A
370400052  117.2852     34.7837      山东    枣庄市                  薛城环保局                  1638A
370400053  117.5852     34.7745      山东    枣庄市                  峄城区政府                  1639A
370400054  117.732      34.5667      山东    枣庄市                  台儿庄区环保局              1640A
370400055  117.4518     35.0992      山东    枣庄市                  山亭区环保局                1641A
370500051  118.5019     37.4658      山东    东营市                  西城阳光环保公司            1665A
370500052  118.6672     37.4314      山东    东营市                  市环保局                    1666A
370500053  118.5857     37.4442      山东    东营市                  耿井村                      1667A
370500056  118.696      37.43445     山东    东营市                  开发区管委会(启用170301)    3036A
370600449  121.2514     37.5639      山东    烟台市                  开发区                      1642A
370600450  121.3719     37.5433      山东    烟台市                  轴承厂                      1643A
370600451  121.3181     37.5436      山东    烟台市                  西郊化工站                  1644A
370600452  121.4478     37.4822      山东    烟台市                  莱山环保局                  1645A
370600453  121.2611     37.4967      山东    烟台市                  福山环保局                  1646A
370600461  121.5992     37.4014      山东    烟台市                  牟平检察院(启用170519)      3057A
370683001  119.941      37.177       山东    莱州市                  莱州环保局                  1977A
370683002  119.959      37.18        山东    莱州市                  莱州外经委                  1978A
370684001  120.747      37.825       山东    蓬莱市                  蓬莱环保局                  1973A
370684002  120.773      37.809       山东    蓬莱市                  蓬莱博物馆                  1974A
370685001  120.399      37.374       山东    招远市                  招远环保局                  1975A
370685002  120.394      37.364       山东    招远市                  招远教育局                  1976A
370700051  119.12       36.7019      山东    潍坊市                  仲裁委                      1648A
370700053  119.1425     36.7008      山东    潍坊市                  环保局                      1650A
370700055  119.1939     36.7731      山东    潍坊市                  寒亭监测站                  1652A
370700061  119.0841     36.7339      山东    潍坊市                  幼特教师范                  2876A
370700062  119.1638     36.6525      山东    潍坊市                  坊子邮政                    2877A
370783001  118.746      36.881       山东    寿光市                  监测站                      1959A
370783002  118.78       36.864       山东    寿光市                  世纪学校                    1960A
370800051  116.6305     35.428       山东    济宁市                  火炬城                      1653A
370800052  116.5856     35.4144      山东    济宁市                  监测站                      1654A
370800053  116.5546     35.4039      山东    济宁市                  电化厂                      1655A
370900051  117.1436     36.1942      山东    泰安市                  监测站                      1656A
370900052  117.0881     36.1942      山东    泰安市                  人口学校                    1657A
370900053  117.1081     36.1758      山东    泰安市                  电力学校                    1658A
371000101  122.0508     37.5325      山东    威海市                  山大分校                    1663A
371000102  122.1067     37.5072      山东    威海市                  市监测站                    1664A
371000106  122.1206     37.4294      山东    威海市                  华夏技校                    1662A
371081001  122.038      37.197       山东    文登市                  文登市环保局                1981A
371081002  122.019      37.187       山东    文登市                  文登市丝绸公司              1982A
371082001  122.471      37.154       山东    荣成市                  荣成市环保局办公楼          1979A
371082002  122.41       37.161       山东    荣成市                  山东成山轮胎公司            1980A
371083001  121.531      36.913       山东    乳山市                  乳山市环保局                1983A
371083002  121.544      36.907       山东    乳山市                  乳山市气象局                1984A
371100051  119.4641     35.4178      山东    日照市                  监测站                      1659A
371100052  119.5198     35.4234      山东    日照市                  市政府广场                  1660A
371100053  119.54       35.3962      山东    日照市                  港务局                      1661A
371200052  117.6789     36.2289      山东    莱芜市                  技术学院                    1616A
371200057  117.7181     36.2092      山东    莱芜市                  泰兴公司(启用170519)        3059A
371200058  117.6983     36.2211      山东    莱芜市                  莱芜战役纪念馆(启用170603)  3064A
371300051  118.3418     35.0573      山东    临沂市                  沂河小区                    1618A
371300052  118.2939     35.0622      山东    临沂市                  鲁南制药厂                  1619A
371300053  118.2764     34.9817      山东    临沂市                  新光毛纺厂                  1620A
371300054  118.4023     35.0896      山东    临沂市                  河东保险公司                1621A
371400052  116.3061     37.4664      山东    德州市                  儿童乐园                    1622A
371400054  116.3189     37.4489      山东    德州市                  监理站                      1624A
371400055  116.2714     37.4372      山东    德州市                  九衢泉纯净水厂(启用170613)  3066A
371500051  115.9848     36.4372      山东    聊城市                  区政府                      1625A
371500053  115.9835     36.4796      山东    聊城市                  党校                        1627A
371500061  116.0072     36.4343      山东    聊城市                  聊大东校                    2878A
371600051  118.0062     37.3803      山东    滨州市                  市环保局                    1628A
371600052  118.0018     37.3617      山东    滨州市                  第二水厂                    1629A
371600053  117.9776     37.393       山东    滨州市                  北中新校                    1630A
371700052  115.474722   35.2375      山东    菏泽市                  市政协                      1719A
371700055  115.455      35.27        山东    菏泽市                  菏泽学院                    1720A
371700056  115.42277    35.248889    山东    菏泽市                  市气象局                    1718A
410100004  113.6113     34.9162      河南    郑州市                  岗李水库(对照点)            1324A
410100051  113.6356     34.7538      河南    郑州市                  河医大                      1323A
410100052  113.5991     34.7496      河南    郑州市                  市监测站                    1322A
410100053  113.681      34.7545      河南    郑州市                  烟厂                        1316A
410100054  113.641      34.7745      河南    郑州市                  郑纺机                      1317A
410100062  113.675      34.8019      河南    郑州市                  银行学校                    1318A
410100063  113.564      34.802       河南    郑州市                  供水公司                    1319A
410100064  113.727      34.7187      河南    郑州市                  经开区管委                  1320A
410100065  113.734      34.719       河南    郑州市                  四十七中                    1321A
410200061  114.3406     34.8022      河南    开封市                  河大一附院                  1823A
410200062  114.3389     34.7781      河南    开封市                  肿瘤医院                    1824A
410200063  114.3733     34.7975      河南    开封市                  妇幼保健院                  1825A
410200069  114.2886     34.7967      河南    开封市                  世纪星幼儿园                1826A
410300065  112.3677     34.662       河南    洛阳市                  河科大西苑校区              
410300051  112.3628     34.6692      河南    洛阳市                  中信二小                    1811A
410300052  112.3939     34.6511      河南    洛阳市                  市委党校                    1812A
410300054  112.4664     34.6869      河南    洛阳市                  豫西宾馆                    1814A
410300055  112.4831     34.6869      河南    洛阳市                  河南林校                    1815A
410300056  112.3844     34.6231      河南    洛阳市                  开发区管委会                1816A
410300057  112.4275     34.6258      河南    洛阳市                  市委新办公区                1817A
410300058  112.4433     34.6686      河南    洛阳市                  凯旋路小学(启用161206)      3022A
410400053  113.322      33.721       河南    平顶山市                新华旅馆                    1832A
410400057  113.3064     33.7214      河南    平顶山市                高压开关厂                  1831A
410400058  113.292      33.739       河南    平顶山市                规划设计院                  1833A
